country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
India,fortunechimmizone.com,Professional Services,5 to 20,No,95,Immigration Services,much_info,reachable,200
Turkey,icrypex.com,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
Turkey,hfafirm.com,Professional Services,5 to 20,No,95,Business Formation and Consulting,much_info,reachable,200
United States,vipteacher.com,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
United States,iu.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United States,williamturnerllc.com,Professional Services,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United States,ubxao.com,Technology and Software Development,20 to 50,No,50,N/A,unreachable,unreachable,Connection Error
United States,getmaintainx.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
Egypt,aucegypt.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United Kingdom,blvlindia.com,Manufacturing and Industrial,200 to 500,No,95,N/A,much_info,reachable,200
Philippines,multicomponents.com.au,Manufacturing and Industrial,20 to 50,No,95,N/A,much_info,reachable,200
Portugal,serenity21.com,Professional Services,solo,No,75,N/A,little_info,reachable,200
United Kingdom,kanzum.com,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
Ireland,killarneyrugby.com,Other,5 to 20,No,95,Sports Club,much_info,reachable,200
"Tanzania, United Republic Of",iis.ac.tz,Education and e-learning,50 to 100,No,95,N/A,unreachable,unreachable,500
United States,agilepartnering.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
France,nasglobalproperties.com,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
Australia,ozsportsonline.com,Other,1 to 5,No,95,Media/Broadcasting,much_info,reachable,200
United Kingdom,flowerfreight.com,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
Philippines,twotreehealth.com,Healthcare,1 to 5,No,95,N/A,much_info,reachable,200
Spain,siliconbadia.com,Financial Service,5 to 20,No,95,Venture Capital,much_info,reachable,200
United States,wallgren.net,Other,solo,No,0,Personal Website,unreachable,unreachable,Timeout
United States,givehit.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Pakistan,networkdistri.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
United States,iblogisticsllc.com,Logistics and Transportation,solo,No,30,N/A,no_info,reachable,200
Ghana,ucc.edu.gh,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
India,3soverseas.com,Logistics and Transportation,1 to 5,No,95,N/A,much_info,reachable,200
United Kingdom,gntpower.com,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
Indonesia,rowdydow.com,Technology and Software Development,1 to 5,Yes,80,N/A,little_info,reachable,200
United States,macho3.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Colombia,besibali.com,Professional Services,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,nesopf.com,Professional Services,1 to 5,No,10,N/A,unreachable,unreachable,403
United States,columbia.edu,Education and e-learning,500+,No,95,N/A,much_info,unreachable,403
Philippines,mls.ceu.edu.ph,Education and e-learning,50 to 100,No,50,N/A,unreachable,unreachable,Connection Error
United States,refubtech.com,E-commerce and Retail,20 to 50,No,95,N/A,much_info,reachable,200
South Africa,webots.online,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
India,telennovatiq.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Ethiopia,smartnator.com,Technology and Software Development,1 to 5,No,10,N/A,unreachable,unreachable,403
France,sciencespo.fr,Education and e-learning,500+,No,95,N/A,little_info,reachable,200
Malaysia,alharamainhotels.com,E-commerce and Retail,50 to 100,No,95,Travel Agency,much_info,reachable,200
United Arab Emirates,fscship.com,Logistics and Transportation,20 to 50,No,50,N/A,unreachable,unreachable,403
India,mosaicwellness.in,Healthcare,20 to 50,No,95,N/A,much_info,reachable,200
Poland,interia.eu,Technology and Software Development,500+,No,95,N/A,unreachable,unreachable,200
United Kingdom,dcproperties.uk,Real Estate and Property Management,solo,No,75,N/A,little_info,reachable,200
India,cutxsew.com,Other,solo,No,5,N/A,unreachable,unreachable,Connection Error
India,slateaccounts.com.au,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
Sweden,wrldtrade.com,Technology and Software Development,solo,No,95,N/A,no_info,reachable,200
Armenia,gaboyan.am,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
Germany,code.berlin,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
United States,idoidraw.com,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,ascendantventures.co.uk,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Australia,mayers.com.au,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
United States,pdfsage.net,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
India,kbpe.info,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
United States,inupup.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
South Africa,centraxdigital.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,woodbows.online,E-commerce and Retail,solo,No,10,N/A,unreachable,unreachable,Connection Error
Mexico,tendencia.ai,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United Arab Emirates,asllcglobal.com,Professional Services,50 to 100,No,75,N/A,unreachable,unreachable,410
United States,forcrack.com,Other,solo,No,30,Software Cracking / Piracy,unreachable,unreachable,Connection Error
India,modotso.com,Technology and Software Development,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
Canada,ves.ac.in,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
South Africa,compreair.co.za,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,irvinepony.com,Other,1 to 5,No,60,Pet Services,unreachable,unreachable,409
Pakistan,tlinksol.com,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Canada,vadim.ca,Professional Services,solo,No,10,N/A,unreachable,unreachable,404
India,topsdraw.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,systechsystem.com,Technology and Software Development,1 to 5,No,50,N/A,no_info,reachable,200
Cyprus,municorn.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
South Africa,collaborit.com,Professional Services,100 to 200,No,95,N/A,much_info,reachable,200
United Kingdom,simple-telecoms.com,Technology and Software Development,5 to 20,No,75,N/A,little_info,reachable,200
Australia,lyramail.de,Technology and Software Development,1 to 5,No,45,N/A,no_info,reachable,200
United States,stu.oldham.kyschools.us,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Connection Error
Brazil,sqltech.com.br,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,tls-group.co.uk,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
Netherlands,libreon.nl,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
Malta,remax.com.mt,Real Estate and Property Management,200 to 500,No,95,N/A,much_info,reachable,200
Canada,centralsanitation.com,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
Ukraine,berchsolutions.com,Professional Services,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
Indonesia,motionisme.com,Professional Services,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,choco.la,Other,5 to 20,Yes,95,Email Service,no_info,reachable,200
Pakistan,simerm.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Australia,tas.liberal.org.au,Other,50 to 100,No,95,Political Organization,much_info,reachable,200
Canada,torontomu.ca,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United States,sudomail.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Australia,deskhub.com.au,Professional Services,5 to 20,No,95,Coworking and Flexible Office Space,much_info,reachable,200
Poland,onetm-ml.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United Kingdom,inbox.eu,Technology and Software Development,20 to 50,Yes,95,N/A,much_info,reachable,200
Austria,nayir.at,Professional Services,solo,No,10,N/A,unreachable,unreachable,Connection Error
India,shujahumayun.com,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
United States,jetable.org,Technology and Software Development,solo,Yes,50,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,fredocloud.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,jzexport.com,Logistics and Transportation,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
Australia,samujana.com,Real Estate and Property Management,5 to 20,No,95,Luxury Villas / Hospitality,much_info,reachable,200
Canada,csdmedu.ca,Education and e-learning,5 to 20,No,60,N/A,unreachable,unreachable,Connection Error
United Kingdom,onat.top,Other,solo,No,50,N/A,unreachable,unreachable,Connection Error
Portugal,teachingdwt.com,Education and e-learning,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
Portugal,junaoyouxi.cc,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,403
United States,resolv.global,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
Slovakia,cytron.cloud,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Bangladesh,magim.be,Other,5 to 20,Yes,95,Email Service,little_info,reachable,200
India,staunchkps.com,Professional Services,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
United States,alotel.app,Technology and Software Development,1 to 5,No,70,N/A,unreachable,reachable,200
United Kingdom,doubleimpact.group,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Philippines,iwgplc.com,Real Estate and Property Management,500+,No,95,N/A,much_info,reachable,200
United States,hillinvestmentsgroup.com,Financial Service,solo,No,60,N/A,no_info,reachable,200
Mexico,posteo.mx,Technology and Software Development,5 to 20,Yes,95,N/A,much_info,reachable,200
United States,yawnder.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,403
United States,cloudspacetek.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Greece,samariablue.com,Logistics and Transportation,50 to 100,No,95,N/A,much_info,reachable,200
United States,oemails.com,Technology and Software Development,solo,Yes,70,N/A,unreachable,unreachable,Connection Error
Brazil,ufpr.br,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
Honduras,cit.hn,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,caspianinsurance.co.uk,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
Italy,lucabellalba.it,Professional Services,solo,No,60,N/A,little_info,reachable,200
Slovakia,watertechnology.sk,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
Hungary,unitedcallcenters.hu,Professional Services,200 to 500,No,95,N/A,much_info,reachable,200
Argentina,mountaindragon.hk,Professional Services,5 to 20,No,95,Import/Export and Supply Chain Management,much_info,reachable,200
"Korea, Republic Of",hanwha.com,Manufacturing and Industrial,500+,No,95,N/A,much_info,reachable,200
Isle Of Man,manx.net,Technology and Software Development,20 to 50,Yes,95,N/A,much_info,reachable,200
Japan,tecdia.co.jp,Technology and Software Development,50 to 100,No,40,N/A,unreachable,unreachable,Timeout
Uzbekistan,sotiella.com,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
Pakistan,alphamedicalacademy.co.uk,Education and e-learning,1 to 5,No,70,N/A,unreachable,unreachable,403
India,naukrigulfportal.com,Professional Services,50 to 100,No,75,Recruitment and Staffing,unreachable,unreachable,Connection Error
Bangladesh,ryangon.com,Professional Services,solo,No,50,N/A,unreachable,unreachable,Connection Error
United Kingdom,wvc.tmet.org.uk,Education and e-learning,50 to 100,No,75,N/A,little_info,reachable,200
United States,jio1.com,Technology and Software Development,500+,No,95,N/A,unreachable,unreachable,Connection Error
Sweden,codverts.com,Marketing and Advertising,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Ukraine,1xpartner.com,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
India,asbusinesssolution.in,Professional Services,5 to 20,No,95,Business Process Outsourcing (BPO),much_info,reachable,200
United States,ltya.org,Other,5 to 20,No,95,Youth Sports Organization,much_info,reachable,200
Pakistan,egvoo.com,Technology and Software Development,5 to 20,No,80,N/A,unreachable,unreachable,Connection Error
India,gradright.com,Education and e-learning,20 to 50,No,60,N/A,unreachable,unreachable,403
Egypt,fabricoak.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
"Korea, Republic Of",incendium.ai,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,da.company,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Bulgaria,smothedge.com,Technology and Software Development,20 to 50,No,80,N/A,unreachable,unreachable,409
Philippines,interportfrance.fr,Logistics and Transportation,20 to 50,No,75,N/A,little_info,reachable,200
Nicaragua,virtualsigma.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
United States,scottwtunismd.com,Healthcare,solo,No,70,N/A,little_info,reachable,200
United States,shouxs.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
Viet Nam,whiskup.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Lebanon,arabianwanderers.com,Other,1 to 5,No,95,Travel Agency,much_info,reachable,200
United States,mystrodriver.com,Logistics and Transportation,1 to 5,No,95,N/A,much_info,reachable,200
India,rogtat.com,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
Denmark,stefanac.dk,Professional Services,solo,No,50,N/A,unreachable,unreachable,Timeout
New Zealand,stayltd.co.nz,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
United Kingdom,getflyease.com,Technology and Software Development,solo,No,60,N/A,no_info,reachable,200
Philippines,amigration.info,Professional Services,1 to 5,No,95,Immigration Services,much_info,reachable,200
United Kingdom,chacc.co.uk,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,tulria.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
Trinidad And Tobago,x11.email,Technology and Software Development,1 to 5,Yes,75,N/A,little_info,reachable,200
Ukraine,ukrpack.net,Other,solo,No,50,N/A,no_info,reachable,200
Germany,lovelyleaves.org,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
Thailand,wisofit.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
India,fuld.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
India,swagpapa.com,E-commerce and Retail,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
Bulgaria,mailba.uk,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
Australia,data-driven.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
Philippines,baronfleet.com,Logistics and Transportation,1 to 5,No,40,N/A,unreachable,unreachable,Timeout
United States,socialservicesnyc.onmicrosoft.com,Other,500+,No,75,Government / Public Services,unreachable,unreachable,Connection Error
United States,eitinc.world,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Poland,int.pl,Technology and Software Development,50 to 100,Yes,95,N/A,much_info,reachable,200
India,clouddfn.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Portugal,sagebyte.co,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,voxifi.net,Technology and Software Development,1 to 5,No,75,N/A,little_info,reachable,200
United States,bezeqint.net,Technology and Software Development,500+,No,80,N/A,unreachable,unreachable,403
Costa Rica,ciudaddelosninoscr.org,Education and e-learning,50 to 100,No,95,Non-profit,much_info,reachable,200
China,creatorock.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,402
Albania,cnurbano.com,Other,solo,No,95,Personal Website/Portfolio,unreachable,unreachable,Connection Error
United States,doublezero.us,Technology and Software Development,1 to 5,No,10,N/A,unreachable,unreachable,Connection Error
Canada,hanygendypharmacieninc.ca,Healthcare,solo,No,40,N/A,unreachable,unreachable,Connection Error
India,abcdefghijkl.life,Other,solo,No,60,Holding Company,little_info,reachable,200
United States,bioproducts4u.com,E-commerce and Retail,solo,No,50,N/A,unreachable,unreachable,Timeout
Kazakhstan,marginplus.kz,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
Egypt,tremosd.xyz,Technology and Software Development,solo,No,20,N/A,unreachable,unreachable,Connection Error
India,futurismtechnologies.com,Technology and Software Development,50 to 100,No,70,N/A,unreachable,unreachable,403
United States,ebarg.net,Other,solo,No,80,Domain Parking,unreachable,unreachable,523
Canada,norquest.ca,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United States,logicsolutions.ltd,Professional Services,1 to 5,No,75,N/A,little_info,reachable,200
United States,structuredpartners.com,Professional Services,5 to 20,No,95,Mergers & Acquisitions Advisory,much_info,reachable,200
Canada,prestigesteel.ca,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
Philippines,primary.com.ph,Professional Services,50 to 100,No,0,N/A,unreachable,unreachable,Timeout
Poland,modsen-software.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
United Kingdom,s-squaresolutions.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Egypt,infinityiptv.co,Other,solo,No,60,Entertainment,little_info,reachable,200
United States,trlsd.org,Technology and Software Development,20 to 50,No,95,N/A,unreachable,unreachable,404
United States,56-hd.online,Other,solo,No,95,Pornography,unreachable,unreachable,Connection Error
Canada,hraifi.com,Other,1 to 5,No,50,Consulting Services,unreachable,unreachable,Connection Error
United States,questsolutionsinc.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Australia,studyin.com.au,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
United Arab Emirates,mrmbb.store,E-commerce and Retail,solo,No,0,N/A,unreachable,unreachable,Connection Error
India,creatiosoft.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Nepal,ambition.guru,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,haishin.eu,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
India,fincainc.com,Financial Service,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
United States,nurture.skin,E-commerce and Retail,1 to 5,No,10,N/A,unreachable,unreachable,Connection Error
United States,hidefrom.us,Technology and Software Development,solo,No,40,N/A,no_info,reachable,200
Australia,farnorthmarketing.com.au,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
United Arab Emirates,beautybyretta.com,E-commerce and Retail,solo,No,95,N/A,much_info,reachable,200
Slovenia,zupo.si,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Morocco,reactivetalents.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,lilohotelsupplies.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United Arab Emirates,vorafamily.com,Other,1 to 5,No,60,Family Services / Genealogy,unreachable,unreachable,Timeout
Botswana,dike-group.org,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,babayemi.com,Professional Services,solo,No,60,N/A,little_info,reachable,200
Philippines,plobpo.com,Other,solo,No,10,N/A,unreachable,unreachable,Timeout
United States,ploustitie.org,Other,solo,No,95,N/A,no_info,reachable,200
Germany,knuffibunt.eu,Other,solo,No,60,Entertainment/Personal Blog,little_info,reachable,200
United Kingdom,gassscloud.net,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Morocco,ilga22.online,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
Canada,jasonfattal.com,Professional Services,solo,No,20,N/A,unreachable,unreachable,404
South Africa,suretrade.co.za,Other,solo,No,95,Coming Soon Page,no_info,reachable,200
Canada,heyandirect.com,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,404
India,emlhub.com,Technology and Software Development,5 to 20,No,70,N/A,unreachable,unreachable,403
United States,eqvox.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Philippines,ramat.com.sa,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
Italy,tryhivekey.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,403
United Arab Emirates,socialgym.me,Technology and Software Development,solo,No,55,N/A,unreachable,unreachable,SSL Error
United States,p360.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
Indonesia,elloratransferagent.com,Professional Services,solo,No,45,N/A,no_info,reachable,200
Peru,vonneumann.pe,Professional Services,1 to 5,No,40,N/A,unreachable,unreachable,Timeout
Saudi Arabia,laoia.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United Kingdom,hexigence.co.uk,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Myanmar,ncien.com,Technology and Software Development,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
India,flymail.tk,Other,solo,No,20,N/A,unreachable,unreachable,Connection Error
United States,camjoint.com,Other,1 to 5,No,60,Adult Entertainment,unreachable,unreachable,Connection Error
India,ptiong.com,Other,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,sqx.com,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
Thailand,you.co,Financial Service,100 to 200,No,95,N/A,much_info,reachable,200
Puerto Rico,hedotu.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Sri Lanka,aboveinvesting.pro,Financial Service,solo,No,95,N/A,no_info,reachable,200
India,acentni.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United States,cost2action.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
United States,premieraccessinvest.com,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
Malaysia,miytc.com,Technology and Software Development,1 to 5,No,45,N/A,unreachable,unreachable,Connection Error
India,techhireglobal.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
Nigeria,resorvery.com,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
India,tiffincrane.com,Technology and Software Development,solo,Yes,75,N/A,little_info,reachable,200
India,knowmerit.in,Technology and Software Development,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
United States,zoomiun.com,Technology and Software Development,5 to 20,No,40,N/A,unreachable,unreachable,Connection Error
South Africa,salessource.ai,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,payanone.com,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,404
United States,togusa.co,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,nexusterra.co.uk,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
India,us.lakeb2b.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
United States,thehug.xyz,E-commerce and Retail,1 to 5,No,70,N/A,little_info,reachable,200
Germany,dmsmatrix.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
Australia,convertly.ie,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Egypt,belinktravel.com,Logistics and Transportation,1 to 5,No,60,Travel Agency,unreachable,reachable,200
Lithuania,bondie.shop,E-commerce and Retail,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Hong Kong,multibase.com.hk,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,outrightsystems.org,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Hong Kong,ptjobshk.com,Professional Services,1 to 5,No,75,Recruitment and Staffing,unreachable,unreachable,Connection Error
Italy,ahanim.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Austria,uno.edu,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
United Kingdom,forprestltd.co.uk,Professional Services,1 to 5,No,100,N/A,unreachable,unreachable,Connection Error
India,ksonarresearch.com,Professional Services,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United States,tldeals.com,E-commerce and Retail,solo,No,0,N/A,unreachable,unreachable,Connection Error
United Kingdom,inweb.ua,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
Myanmar,melonpresent.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,dispatchakanabylogigisticscom.com,Logistics and Transportation,1 to 5,No,70,N/A,little_info,reachable,200
United States,prontosys.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
Bangladesh,ara-bd.net,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
Australia,8shield.net,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United Kingdom,mongrec.com,Technology and Software Development,1 to 5,No,10,N/A,unreachable,unreachable,Connection Error
South Africa,dentemagazine.com,Healthcare,1 to 5,No,95,N/A,much_info,reachable,200
Australia,legale.com.au,Professional Services,5 to 20,No,95,Legal Services,much_info,reachable,200
Germany,vanwien.de,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
El Salvador,dayalight.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
Nepal,tata-berlin.de,Professional Services,1 to 5,No,80,N/A,unreachable,unreachable,Connection Error
United States,capturesix.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Switzerland,neyhurni.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
United States,euleina.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
India,universevypaar.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
United Arab Emirates,litustech.com,Technology and Software Development,50 to 100,No,70,N/A,unreachable,unreachable,Connection Error
Philippines,eightpointsolutions.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
India,srmslcbe.com,Education and e-learning,100 to 200,No,95,N/A,much_info,reachable,200
United States,cavittcreekmedia.com,Other,1 to 5,No,95,Entertainment and Media Production,much_info,reachable,200
Norway,studystore.no,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
United Arab Emirates,mir.ae,Manufacturing and Industrial,200 to 500,No,95,N/A,much_info,reachable,200
United States,muragaki.com,Professional Services,solo,No,50,N/A,little_info,reachable,200
India,hdhire.in,Other,20 to 50,No,95,Equipment Rental,much_info,reachable,200
United Kingdom,scburke.co.uk,Professional Services,solo,No,95,Events and Travel Management,much_info,reachable,200
India,kindomd.com,Technology and Software Development,solo,No,70,N/A,unreachable,unreachable,Connection Error
Greece,ramenmail.de,Technology and Software Development,solo,Yes,95,N/A,much_info,reachable,200
Mongolia,st.mnums.edu.mn,Education and e-learning,50 to 100,No,95,N/A,unreachable,unreachable,Connection Error
United Kingdom,adfirst.io,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Spain,capgemini.com,Professional Services,500+,No,100,N/A,much_info,reachable,200
India,forexzig.com,Financial Service,solo,No,95,N/A,much_info,reachable,200
Australia,harpoferin.com.au,Other,5 to 20,No,95,Hospitality and Entertainment,much_info,reachable,200
United Kingdom,membercare-online.com,Professional Services,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
United Kingdom,nppresidential.co.uk,Real Estate and Property Management,20 to 50,No,95,N/A,much_info,reachable,200
Russian Federation,vasomly.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
Pakistan,americanonlineexperts.com,Professional Services,5 to 20,No,70,N/A,little_info,reachable,200
India,addcomposites.com,Manufacturing and Industrial,20 to 50,No,95,N/A,much_info,reachable,200
India,milkgitter.com,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
Cayman Islands,autonomousprojects.co,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Kenya,alustudent.com,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
United States,muell.io,Technology and Software Development,1 to 5,Yes,95,N/A,much_info,reachable,200
Thailand,nitroxpressnet.net,Technology and Software Development,solo,No,20,N/A,unreachable,unreachable,Connection Error
